Nombre,Latitud,Longitud,Municipio,Departamento,Provincia
HERRERA,"-32,43461398","-58,633013712",HERRERA,URUGUAY,ENTRE RÍOS
CAMPO LA VIRGINIA,"-32,40151959","-58,59977159",HERRERA,URUGUAY,ENTRE RÍOS
COLONIA RINCON DEL GENA,"-32,530596542","-58,557106537",HERRERA,URUGUAY,ENTRE RÍOS
VILLA EL REFUGIO,"-32,997529631","-69,317680251",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
MAYOR DRUMMOND,"-33,003839161","-68,861296696",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
POTRERILLOS,"-32,945486815","-69,208644906",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
PIEDRAS BLANCAS,"-33,019880474","-69,303003681",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
EL CARRIZAL,"-33,303743356","-68,755495197",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
VALLE DEL SOL,"-33,017425561","-69,297291463",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
LA PUNTILLA,"-32,960971386","-68,872332388",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
BARRIO ADINA I Y II,"-33,064938817","-68,887701493",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
ANCHORIS,"-33,32638993","-68,92342084",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
LAS VEGAS,"-33,005878862","-69,27640022",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
LOS MANANTIALES,"-32,899012801","-69,334086898",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
COSTA FLORES,"-33,07051845","-68,934321487",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
NUEVA COLONIA,"-33,275670173","-68,909426998",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
LUJAN DE CUYO,"-33,032866563","-68,891206626",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
PERDRIEL,"-33,069009639","-68,89860107",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
EL SALTO,"-32,899478176","-69,333648443",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
LA PICADA,"-33,200983517","-68,891218574",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
UGARTECHE,"-33,210945157","-68,897208804",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
CACHEUTA,"-33,036710441","-69,115906828",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
CHACRAS DE CORIA,"-32,989903206","-68,891367918",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
VISTALBA,"-33,023791898","-68,92474324",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
CARRODILLA,"-32,977657829","-68,852439465",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
EL CARMELO,"-32,955111122","-69,281192394",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
AGRELO,"-33,117384444","-68,896023535",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
BARRIO PERDRIEL IV,"-33,075328228","-68,925040404",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
LAS COMPUERTAS,"-33,034395364","-68,975720143",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
LAS CARDITAS,"-32,955111122","-69,281192394",LUJAN DE CUYO,LUJAN DE CUYO,MENDOZA
LOS GALLEGOS,"-28,21499","-64,0543",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
QUIMILI,"-28,083549499","-63,958511352",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
TIO POZO,"-28,184659657","-63,898343233",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
SUNCHO POZO,"-28,128940689","-63,991234785",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
SHILLPI,"-28,44726","-63,8275",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
BARRIAL ALTO,"-28,41210261","-63,756876471",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
PAMPA ATUN,"-28,01228","-64,01422",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
SAN JOSE,"-28,29438","-63,6103",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
LA BLANCA,"-28,285496803","-63,793091415",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
QUIMILIOJ,"-28,254571739","-63,573511928",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
CHEEJ,"-28,052425534","-63,864048921",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
SAN JUAN,"-28,181678834","-63,991887717",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
MAJADAS,"-28,348352432","-63,878002167",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
POZO MOSOJ,"-28,1242","-63,84032",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
BREA POZO VIEJO,"-28,21453","-63,98621",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
PERCHIL BAJO,"-28,31161168","-63,99404269",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
LA HIGUERA,"-28,02316","-64,08681",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
TACOYOJ,"-28,15513","-64,04754",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
PERCAS,"-28,262118439","-64,035497322",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
LA VERDE,"-28,17238","-63,76894",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
PUESTITO,"-28,079531515","-64,041075353",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
TRES JAZMINES,"-28,27938","-63,94281",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
DIASPA,"-28,19203","-63,7057",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
EL MSITOL,"-28,360403041","-63,976885876",AREA SIN GOBIERNO,SAN MARTIN,SANTIAGO DEL ESTERO
MAGGIOLO,"-33,724423631","-62,247839186",MAGGIOLO,GENERAL LOPEZ,SANTA FE
CAMPO EL RINCON,"-33,816613797","-62,290696781",MAGGIOLO,GENERAL LOPEZ,SANTA FE
GRAMILLA,"-27,296511056","-64,587322881",GRAMILLA,JIMENEZ,SANTIAGO DEL ESTERO
GRAMILLA,"-27,338426918","-64,562085668",GRAMILLA,JIMENEZ,SANTIAGO DEL ESTERO
LAS CAÑAS,"-34,208974","-58,582379",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
ISLAS,"-34,037800001","-58,537490017",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
RIO CARABELAS,"-34,1713136","-58,7021275",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
ARROYO PAY CARABI,"-34,2256455","-58,5931568",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
CARUPA,"-34,43945694","-58,56639863",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
ISLAS DEL DELTA,"-34,2235108","-58,5315435",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
VICTORIA,"-34,461982005","-58,559597088",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
ARROYO DURAZNO,"-34,2563185","-58,6450943",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
VILLA JARDIN,"-34,477187287","-58,582673838",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
ARROYO LAS CAÑAS,"-34,208824","-58,5827332",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
SAN FERNANDO,"-34,447360174","-58,569001592",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
ARROYO BORCHES,"-34,0750135","-58,443439",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
2° SECCION DE ISLAS,"-34,2256455","-58,5931568",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
VIRREYES,"-34,463624009","-58,576194163",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
LA BARQUITA,"-34,1665514","-58,4330395",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
PARANA MINI,"-34,140100001","-58,581470017",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
ISALAS DE SAN FERNANDO,"-34,1014557","-58,7902778",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
3° SECCION DE ISLAS,"-34,0750135","-58,443439",SAN FERNANDO,SAN FERNANDO,BUENOS AIRES
VILLA ALSINA,"-33,909603805","-59,388201713",BARADERO,BARADERO,BUENOS AIRES
SAENZ VALIENTE,"-33,924969","-59,4677022",BARADERO,BARADERO,BUENOS AIRES
LA TORTUGA,"-33,8637382","-59,4973066",BARADERO,BARADERO,BUENOS AIRES
BARADERO,"-33,812878155","-59,504306885",BARADERO,BARADERO,BUENOS AIRES
EL TRIANGULO,"-33,9788961","-59,5961131",BARADERO,BARADERO,BUENOS AIRES
CAÑADA DE LOS TOROS,"-34,1141582","-59,619658",BARADERO,BARADERO,BUENOS AIRES
ISLA LOS LAURELES,"-33,756625165","-59,370926095",BARADERO,BARADERO,BUENOS AIRES
LA BELLACA,"-34,0409993","-59,6310186",BARADERO,BARADERO,BUENOS AIRES
LA PALOMA,"-34,016296767","-59,458478605",BARADERO,BARADERO,BUENOS AIRES
COLONIA SUIZA,"-33,797960226","-59,536750275",BARADERO,BARADERO,BUENOS AIRES
EL CABALLITO CHICO,"-34,0270917","-59,5248892",BARADERO,BARADERO,BUENOS AIRES
IRINEO PORTELA,"-33,98104892","-59,671560161",BARADERO,BARADERO,BUENOS AIRES
EL CABALLITO,"-33,9718416","-59,5184191",BARADERO,BARADERO,BUENOS AIRES
EL MARTILLO,"-33,8785084","-59,5288185",BARADERO,BARADERO,BUENOS AIRES
SANTA COLOMA,"-34,062154135","-59,558542064",BARADERO,BARADERO,BUENOS AIRES
CAMINO A VILLA ALSINA,"-33,8417492","-59,4518203",BARADERO,BARADERO,BUENOS AIRES
VUELTA DE LOS PASTOS,"-33,9082753","-59,2370057",BARADERO,BARADERO,BUENOS AIRES
CAÑADA GRANDE,"-33,9129976","-59,5852313",BARADERO,BARADERO,BUENOS AIRES
PIRAY KILOMETRO 18,"-26,523791593","-54,591654762",PUERTO PIRAY,MONTECARLO,MISIONES
PUERTO PIRAY,"-26,467494824","-54,713676076",PUERTO PIRAY,MONTECARLO,MISIONES
COLONIA SANTA TERESA,"-26,496146716","-54,588424821",PUERTO PIRAY,MONTECARLO,MISIONES
VILLA PARODI,"-26,498018449","-54,680414723",PUERTO PIRAY,MONTECARLO,MISIONES
GOBERNADOR DUVAL,"-38,741340766","-66,436065336",GOBERNADOR DUVAL,CURACO,LA PAMPA
COLONIA CAMPO VILLAFAÑE,"-26,204868152","-59,07803318",MAYOR VICENTE E,PIRANE,FORMOSA
PIEDRAS BLANCAS,"-31,3562371","-64,3697064",LA CALERA,COLON,CÓRDOBA
EL DIQUECITO,"-31,358914364","-64,365093247",LA CALERA,COLON,CÓRDOBA
LA CALERA,"-31,343096376","-64,330227547",LA CALERA,COLON,CÓRDOBA
CASA BAMBA,"-31,34290171","-64,39927188",LA CALERA,COLON,CÓRDOBA
LA MESADA,"-31,3162866","-64,359977172",LA CALERA,COLON,CÓRDOBA
DUMESNIL,"-31,332116296","-64,333659856",LA CALERA,COLON,CÓRDOBA
GUARANI,"-27,520331746","-55,161363477",GUARANI,OBERA,MISIONES
VILLA SOMMER,"-27,53623434","-55,20173665",GUARANI,OBERA,MISIONES
PICADA YAPEYU,"-27,616243505","-55,177641792",GUARANI,OBERA,MISIONES
SERREZUELA,"-30,63920263","-65,381300962",SERREZUELA,CRUZ DEL EJE,CÓRDOBA
LAS ABRAS,"-30,644566772","-65,325221984",SERREZUELA,CRUZ DEL EJE,CÓRDOBA
EL QUICHO,"-30,460797754","-65,391919003",SERREZUELA,CRUZ DEL EJE,CÓRDOBA
CACHIYUYO,"-30,543255722","-65,283501398",SERREZUELA,CRUZ DEL EJE,CÓRDOBA
EL DIECISEIS,"-30,521940201","-65,396743476",SERREZUELA,CRUZ DEL EJE,CÓRDOBA
SAN AGUSTIN,"-30,538672089","-65,232315568",SERREZUELA,CRUZ DEL EJE,CÓRDOBA
DEVOTO,"-31,403980918","-62,306139386",DEVOTO,SAN JUSTO,CÓRDOBA
FORTIN SARGENTO 1Ñ LEYES,"-24,550304852","-59,390271557",FORTIN SARGENTO 1° LEYES,PATIÑO,FORMOSA
SILVIO PELLICO,"-32,250633809","-62,931650119",SILVIO PELLICO,GENERAL SAN MARTIN,CÓRDOBA
COLAN CONHUE,"-43,242597705","-69,930218186",COLAN CONHUE,LANGUIÑEO,CHUBUT
SANTOS LUGARES,"-26,692088187","-63,55849016",SANTOS LUGARES,ALBERDI,SANTIAGO DEL ESTERO
AGUADA CECILIO,"-40,847873781","-65,839327459",AGUADA CECILIO,VALCHETA,RÍO NEGRO
VILLA SECA,"-33,56520091","-69,17117062",TUNUYAN,TUNUYAN,MENDOZA
LA REMONTA,"-33,713991529","-69,270098706",TUNUYAN,TUNUYAN,MENDOZA
AGUA AMARGA,"-33,4855528","-69,18303881",TUNUYAN,TUNUYAN,MENDOZA
LA PRIMAVERA,"-33,63243266","-69,06055104",TUNUYAN,TUNUYAN,MENDOZA
EL MANZANO,"-33,600574193","-69,335087855",TUNUYAN,TUNUYAN,MENDOZA
COLONIA LAS ROSAS,"-33,612936467","-69,11264854",TUNUYAN,TUNUYAN,MENDOZA
LA RIOJITA,"-33,6238195","-69,14548436",TUNUYAN,TUNUYAN,MENDOZA
CAMPO LOS ANDES,"-33,707078745","-69,182633137",TUNUYAN,TUNUYAN,MENDOZA
SAN PABLO,"-33,44745663","-69,31947934",TUNUYAN,TUNUYAN,MENDOZA
EL TOTORAL,"-33,528252565","-69,023165491",TUNUYAN,TUNUYAN,MENDOZA
BARRIO SAN CAYETANO,"-33,63391359","-69,187902387",TUNUYAN,TUNUYAN,MENDOZA
LAS PINTADAS,"-33,55377747","-69,112202",TUNUYAN,TUNUYAN,MENDOZA
LOS SAUCES,"-33,595210167","-69,184021485",TUNUYAN,TUNUYAN,MENDOZA
TUNUYAN,"-33,577554969","-69,025375936",TUNUYAN,TUNUYAN,MENDOZA
VISTA FLORES,"-33,651355464","-69,164692266",TUNUYAN,TUNUYAN,MENDOZA
EL ALGARROBO,"-33,51375413","-69,12286814",TUNUYAN,TUNUYAN,MENDOZA
LA CHISPA,"-33,544670401","-61,973632428",LA CHISPA,GENERAL LOPEZ,SANTA FE
ESTANCIA LOS PARAISOS,"-31,288879085","-59,862062675",ALCARAZ SUR,LA PAZ,ENTRE RÍOS
CAMPO PARERA,"-31,464245072","-59,841931215",ALCARAZ SUR,LA PAZ,ENTRE RÍOS
LAGUNA BLANCA,"-39,012481689","-70,374938965",AREA SIN GOBIERNO,ZAPALA,NEUQUÉN
BAJADA DE LOS MOLLES,"-39,171749115","-70,251564026",AREA SIN GOBIERNO,ZAPALA,NEUQUÉN
EL CHENQUE,"-39,180172906","-69,757088622",AREA SIN GOBIERNO,ZAPALA,NEUQUÉN
LA AMARGA,"-39,102761529","-69,59017738",AREA SIN GOBIERNO,ZAPALA,NEUQUÉN
LAGUNA MIRANDA,"-38,903009406","-70,268449667",AREA SIN GOBIERNO,ZAPALA,NEUQUÉN
EL MANZANO,"-38,988670349","-70,063186645",AREA SIN GOBIERNO,ZAPALA,NEUQUÉN
PASO DE LOS INDIOS,"-38,521427235","-69,414057721",AREA SIN GOBIERNO,ZAPALA,NEUQUÉN
CARRO QUEBRADO,"-39,17880823","-69,92535976",AREA SIN GOBIERNO,ZAPALA,NEUQUÉN
BALLESTEROS,"-32,545381588","-62,983300521",BALLESTEROS,UNION,CÓRDOBA
CODIHUE,"-38,477958679","-70,495910645",AREA SIN GOBIERNO,PICUNCHES,NEUQUÉN
PINO HACHADO,"-38,664951325","-70,825050354",AREA SIN GOBIERNO,PICUNCHES,NEUQUÉN
MALLIN QUEMADO,"-38,563910008","-70,143040616",AREA SIN GOBIERNO,PICUNCHES,NEUQUÉN
LA PATRIA,"-38,596858978","-69,799461365",AREA SIN GOBIERNO,PICUNCHES,NEUQUÉN
COVUNCO ABAJO,"-38,61554718","-69,83946991",AREA SIN GOBIERNO,PICUNCHES,NEUQUÉN
COVUNCO CENTRO,"-38,746261597","-70,035995483",AREA SIN GOBIERNO,PICUNCHES,NEUQUÉN
PINO SOLO,"-38,578014374","-70,813911438",AREA SIN GOBIERNO,PICUNCHES,NEUQUÉN
PRIMEROS PINOS,"-38,870639801","-70,571975708",AREA SIN GOBIERNO,PICUNCHES,NEUQUÉN
MALLIN DEL RUBIO,"-38,664546967","-70,245239258",AREA SIN GOBIERNO,PICUNCHES,NEUQUÉN
LOS ALAZANES,"-38,781343006","-70,2296678",AREA SIN GOBIERNO,PICUNCHES,NEUQUÉN
MALLIN DE LOS CABALLOS,"-38,700305503","-70,241471249",AREA SIN GOBIERNO,PICUNCHES,NEUQUÉN
SOLEDAD,"-30,622553838","-60,916611263",SOLEDAD,SAN CRISTOBAL,SANTA FE
PUESTO DEL MARQUEZ,"-22,53517977","-65,698839942",PUESTO DEL MARQUEZ,COCHINOCA,JUJUY
MACHO CRUZ,"-22,549259186","-65,792877197",PUESTO DEL MARQUEZ,COCHINOCA,JUJUY
PUEBLO VIEJO,"-22,49447524","-65,64193978",PUESTO DEL MARQUEZ,COCHINOCA,JUJUY
LA REDONDA,"-22,528979221","-65,522780653",PUESTO DEL MARQUEZ,COCHINOCA,JUJUY
POTRERO,"-22,6604505","-65,54277264",PUESTO DEL MARQUEZ,COCHINOCA,JUJUY
ARBOLITO NUEVO,"-22,59393","-65,85036",PUESTO DEL MARQUEZ,COCHINOCA,JUJUY
CUARTEL V,"-34,738346987","-58,888083995",MARCOS PAZ,MARCOS PAZ,BUENOS AIRES
LA COLORADA,"-34,8862127","-58,7606287",MARCOS PAZ,MARCOS PAZ,BUENOS AIRES
BARRIOS LISANDRO DE LA TORRE Y SANTA MARTA,"-34,854330073","-58,784443641",MARCOS PAZ,MARCOS PAZ,BUENOS AIRES
ALAMBRADO DE FIERRO,"-34,776242","-58,9395696",MARCOS PAZ,MARCOS PAZ,BUENOS AIRES
EL TROPEZON,"-34,8225732","-58,7839495",MARCOS PAZ,MARCOS PAZ,BUENOS AIRES
MARCOS PAZ,"-34,796543689","-58,877821121",MARCOS PAZ,MARCOS PAZ,BUENOS AIRES
BARRIO SANTA ROSA,"-34,953080822","-58,782928637",MARCOS PAZ,MARCOS PAZ,BUENOS AIRES
EL MARTILLO,"-34,8504186","-58,8861066",MARCOS PAZ,MARCOS PAZ,BUENOS AIRES
NUEVA GALIA,"-35,1124747","-65,253210916",NUEVA GALIA,GOBERNADOR DUPUY,SAN LUIS
HERNANDEZ,"-32,338069297","-60,030140478",HERNANDEZ,NOGOYA,ENTRE RÍOS
EL TURBIO,"-51,680533852","-72,087486069",EL TURBIO,GUER AIKE,SANTA CRUZ
VILLA GOBERNADOR UDAONDO,"-34,616869581","-58,6932875",ITUZAINGO,ITUZAINGO,BUENOS AIRES
ITUZAINGO SUR,"-34,669943027","-58,673304416",ITUZAINGO,ITUZAINGO,BUENOS AIRES
ITUZAINGO CENTRO,"-34,644055116","-58,688489333",ITUZAINGO,ITUZAINGO,BUENOS AIRES
BARRIO RIVADAVIA,"-33,230464307","-68,483725605",RIVADAVIA,RIVADAVIA,MENDOZA
MEDRANO,"-33,178746338","-68,621927151",RIVADAVIA,RIVADAVIA,MENDOZA
LA LIBERTAD,"-33,216386901","-68,516626885",RIVADAVIA,RIVADAVIA,MENDOZA
BARRIO COOPERATIVA LOS CAMPAMENTOS,"-33,26924893","-68,438363165",RIVADAVIA,RIVADAVIA,MENDOZA
SANTA MARIA DE ORO,"-33,205980631","-68,433558911",RIVADAVIA,RIVADAVIA,MENDOZA
LA FLORIDA,"-33,282792265","-68,465717296",RIVADAVIA,RIVADAVIA,MENDOZA
LA ESPERANZA,"-33,317065971","-68,334342679",RIVADAVIA,RIVADAVIA,MENDOZA
ANDRADE,"-33,162468001","-68,506066912",RIVADAVIA,RIVADAVIA,MENDOZA
COSTA ANZORENA,"-33,474016601","-68,809692869",RIVADAVIA,RIVADAVIA,MENDOZA
REDUCCION DE ABAJO,"-33,206308877","-68,583515212",RIVADAVIA,RIVADAVIA,MENDOZA
CUADRO ORTEGA,"-33,282949271","-68,465744136",RIVADAVIA,RIVADAVIA,MENDOZA
LOS CAMPAMENTOS,"-33,276360763","-68,400849352",RIVADAVIA,RIVADAVIA,MENDOZA
RIVADAVIA,"-33,19403215","-68,473618888",RIVADAVIA,RIVADAVIA,MENDOZA
LA CENTRAL,"-33,27364249","-68,322407318",RIVADAVIA,RIVADAVIA,MENDOZA
EL MIRADOR,"-33,290646754","-68,347555658",RIVADAVIA,RIVADAVIA,MENDOZA
MUNDO NUEVO,"-33,175341599","-68,437172586",RIVADAVIA,RIVADAVIA,MENDOZA
LOS ARBOLES,"-33,181316252","-68,575916034",RIVADAVIA,RIVADAVIA,MENDOZA
ETRURIA,"-32,940515709","-63,247256515",ETRURIA,GENERAL SAN MARTIN,CÓRDOBA
HELVECIA SUR,"-31,11562","-60,1333209",HELVECIA,GARAY,SANTA FE
CAMPO DEL MEDIO,"-31,1523125","-60,1365521",HELVECIA,GARAY,SANTA FE
COLONIA HELVECIA OESTE,"-31,0843783","-60,1369675",HELVECIA,GARAY,SANTA FE
LOS ALGARROBOS,"-31,100463018","-60,083030875",HELVECIA,GARAY,SANTA FE
HELVECIA,"-31,099270678","-60,088151287",HELVECIA,GARAY,SANTA FE
VILLA CONSTITUCION,"-33,232413391","-60,332498827",VILLA CONSTITUCION,CONSTITUCION,SANTA FE
BARRIO ARROYO DEL MEDIO,"-33,286066618","-60,272097706",VILLA CONSTITUCION,CONSTITUCION,SANTA FE
HUELEN,"-36,208427429","-63,702777862",COLONIA BARON,QUEMU QUEMU,LA PAMPA
COLONIA BARON,"-36,151388963","-63,854195906",COLONIA BARON,QUEMU QUEMU,LA PAMPA
COLONIA SAN JOSE,"-36,117051446","-63,904070861",COLONIA BARON,QUEMU QUEMU,LA PAMPA
EL TABACAL,"-23,250027036","-64,244505894",HIPOLITO YRIGOYEN,ORAN,SALTA
HIPOLITO YRIGOYEN,"-23,238270248","-64,271812536",HIPOLITO YRIGOYEN,ORAN,SALTA
PUNTA DE ORO,"-27,76987511","-55,8537136",SAN CARLOS,ITUZAINGO,CORRIENTES
SAN CARLOS,"-27,745785086","-55,900047941",SAN CARLOS,ITUZAINGO,CORRIENTES
MONTE HERMOSO,"-27,746709826","-55,982067188",SAN CARLOS,ITUZAINGO,CORRIENTES
TRENETA,"-40,850827743","-66,981684693",RINCON TRENETA,9 DE JULIO,RÍO NEGRO
TARUMA,"-26,728209792","-54,727820957",CARAGUATAY,MONTECARLO,MISIONES
PUERTO CARAGUATAY,"-26,604673386","-54,775569916",CARAGUATAY,MONTECARLO,MISIONES
MONTE QUEMADO,"-26,822320972","-54,704791098",CARAGUATAY,MONTECARLO,MISIONES
AVELLANEDA,"-26,754643617","-54,699244772",CARAGUATAY,MONTECARLO,MISIONES
PUERTO AVELLANEDA,"-26,629772186","-54,779434204",CARAGUATAY,MONTECARLO,MISIONES
CARAGUATAY,"-26,656348833","-54,739227265",CARAGUATAY,MONTECARLO,MISIONES
JUSTINIANO POSSE,"-32,883580112","-62,680276704",JUSTINIANO POSSE,UNION,CÓRDOBA
CUARTEL VI,"-35,3373969","-59,225241",LOBOS,LOBOS,BUENOS AIRES
LA ANITA,"-35,309154","-58,9227119",LOBOS,LOBOS,BUENOS AIRES
BARRIO LOS HORNOS,"-35,170752","-59,122614",LOBOS,LOBOS,BUENOS AIRES
CAMPO EGLI,"-35,1490063","-58,9772373",LOBOS,LOBOS,BUENOS AIRES
CAMPO TOZZI,"-35,2191459","-59,4038656",LOBOS,LOBOS,BUENOS AIRES
CUARTEL VII,"-35,357143874","-59,181797943",LOBOS,LOBOS,BUENOS AIRES
ELVIRA,"-35,243272142","-59,486039793",LOBOS,LOBOS,BUENOS AIRES
RUTA PROVINCIAL 41 KM 168,"-35,1378701","-59,1634569",LOBOS,LOBOS,BUENOS AIRES
EL BALCON,"-35,327239586","-59,289299791",LOBOS,LOBOS,BUENOS AIRES
JOSE SANTOS AREVALO,"-35,16753","-59,238898",LOBOS,LOBOS,BUENOS AIRES
LAGUNA DE LOBOS,"-35,274762491","-59,133906001",LOBOS,LOBOS,BUENOS AIRES
SALVADOR MARIA,"-35,302807142","-59,169684144",LOBOS,LOBOS,BUENOS AIRES
LAS CHACRAS,"-35,1101905","-59,1240693",LOBOS,LOBOS,BUENOS AIRES
CUARTEL VIII,"-35,2316817","-58,906792",LOBOS,LOBOS,BUENOS AIRES
LAS GARZAS,"-35,2320267","-59,1515752",LOBOS,LOBOS,BUENOS AIRES
EL ARAZA,"-35,3831577","-59,0731266",LOBOS,LOBOS,BUENOS AIRES
LA RINCONADA,"-35,2864465","-59,4534781",LOBOS,LOBOS,BUENOS AIRES
LOBOS,"-35,185867798","-59,095711571",LOBOS,LOBOS,BUENOS AIRES
ANTONIO DELGADO,"-35,2649767","-59,0698098",LOBOS,LOBOS,BUENOS AIRES
ZAPIOLA,"-35,0617635","-59,0439892",LOBOS,LOBOS,BUENOS AIRES
ANTONIO CARBONI,"-35,203308892","-59,344956258",LOBOS,LOBOS,BUENOS AIRES
SANTO DOMINGO,"-27,74599289","-63,37171974",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
LA INVERNADA SUD,"-27,40564218","-63,413175797",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
AVERIAS,"-27,33429669","-63,7134579",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
SANTA MARIA,"-27,702663442","-63,456898427",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
SANTA ANA,"-27,186183012","-63,479334339",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
SAN JOSE,"-27,268198118","-63,294034427",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
DOS HERMANAS,"-27,754550934","-63,32950592",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
EL CACHI,"-27,84645","-63,50554",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
NUEVA COLONIA,"-27,56579","-63,47304",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
SAN VICENTE,"-27,507939481","-63,475457035",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
COLONIA ALPINA,"-27,274146777","-63,477892918",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
SAN ROQUE,"-27,017219232","-63,660027182",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
SANTA CATALINA,"-27,24623","-63,48676",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
LA TAPA,"-27,525068012","-63,563923658",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
HUILLA CATINA,"-27,572854996","-63,959278107",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
PUEBLO NUEVO,"-27,57257","-63,28909",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
LA PACIENCIA,"-27,218673706","-63,767879486",AREA SIN GOBIERNO,FIGUEROA,SANTIAGO DEL ESTERO
